As_of_Year,Respondent_ID,Agency_Code,Respondent_Name_TS,Respondent_City_TS,Respondent_State_TS,Respondent_ZIP_Code,Parent_Name_TS,Parent_City_TS,Parent_State_TS,Parent_ZIP_Code,Assets_000_Panel
2012,0000000047,1,FIRST FINANCIAL BANK NA,TERRE HAUTE,IN,47802,FIRST FINANCIAL CORPORATION,TERRE HAUTE,IN,47807,2854392
2012,0000000056,1,"FIRST FINANCIAL BANK, N.A.",CINCINNATI,OH,45202,,,,,6663427
2012,0000000086,1,FIRST NATIONAL BANK OF GERMANT,GERMANTOWN,OH,45327-1349,,,,,52094
2012,0000000182,1,EXCHANGE NATIONAL BANK & TRUST,ATCHISON,KS,66002,,,,,330487
2012,0000000324,1,FIRST NATIONAL BANK AND TRUST,NEWTOWN,PA,18940,,,,,785017
2012,0000000325,1,"FNB BANK, N.A.",DANVILLE,PA,17821,FULTON FINANCIAL CORPORATION,LANCASTER,PA,17604,387250
2012,0000000347,1,THE 1ST NATIONAL BANK OF LACON,LACON,IL,61540,,,,,61549
2012,0000000497,1,THE FIRST NATIONAL BANK OF SUF,SUFFIELD,CT,06078,"FIRST SUFFIELD FINANCIAL, INC.",SUFFIELD,CT,06078,214349
2012,0000000644,1,THE HONESDALE NATIONAL BANK,HONESDALE,PA,18431,,,,,560670
2012,0000000661,1,"DNB FIRST, NA",DOWNINGTOWN,PA,19335,,,,,607717
2012,0000000676,1,NATIONAL GRAND BANK,MARBLEHEAD,MA,01945,,,,,261807
2012,0000000866,1,THE MILFORD NATIONAL BANK,MILFORD,MA,01757,MNB BANCORP,MILFORD,MA,01757,267516
2012,0000000929,1,THE NATIONAL UNION BANK OF KIN,KINDERHOOK,NY,12106,,,,,262853
2012,0000000976,1,PUTNAM COUNTY NATIONAL BANK,CARMEL,NY,10512-0010,,,,,160120
2012,0000001027,1,THE LYONS NATIONAL BANK,LYONS,NY,14489,,,,,554692
2012,0000001083,1,FIRST NATIONAL BANK OF GROTON,GROTON,NY,13073,,,,,129256
2012,0000001090,1,ALLIANCE BANK NA,SYRACUSE,NY,13202,ALLIANCE FINANCIAL CORPORATION,SYRCUSE,NY,13202,1403481
2012,0000001154,1,FIRST NATIONAL BANK OF OTTAWA,OTTAWA,IL,61350,FIRST OTTAWA BANCSHARES,OTTAWA,IL,61350,270539
2012,0000001194,1,ROCKPORT NATIONAL BANK,ROCKPORT,MA,01966,,,,,178759
2012,0000001195,1,NATIONAL BANK OF MIDDLEBURY,MIDDLEBURY,VT,05753-0189,,,,,284854
2012,0000001253,1,BALLSTON SPA NATIONAL BANK,BALLSTON SPA,NY,12020-0070,BALLSTON SPA BANCORP,BALLSTON SPA,NY,12020-0070,387870
2012,0000001354,1,NBT BANK NA,NORWICH,NY,13815,NBT BANCORP INC,NORWICH,NY,13815,5558535
2012,0000001368,1,COMMUNITY NATIONAL BANK,NEWPORT,VT,05855,COMMUNITY BANCORP,NEWPORT,VT,05855,552102
2012,0000001398,1,NATIONAL BANK OF COXSACKIE,COXSACKIE,NY,12051,,,,,206436
2012,0000001467,1,LANDMARK BANK,COLUMBIA,MO,65201,,,,,1675891
2012,0000001493,1,FIRST SOUTHERN NATIONAL BANK,STANFORD,KY,40484,,,,,675932
2012,0000001750,1,FIRST NATIONAL BANK SANTA FE,SANTA FE,NM,87504-0609,,,,,734604
2012,0000001770,1,BOONE COUNTY NATIONAL BANK,COLUMBIA,MO,65201,BOONE COUNTY NATIONAL BANK,COLUMBIA,MO,65201,1355656
2012,0000001794,1,FIRST NATIONAL BANK MINNESOTA,MANKATO,MN,56001,,,,,190145
2012,0000001950,1,FIRST NATIONAL BANK,FORT SMITH,AR,72902,FIRST BANK CORP,FORT SMITH,AR,72902,1071206
2012,0000001997,1,NATIONAL BANK & TRUST COMPANY,WILMINGTON,OH,45177,"NBT FINANCIAL GROUP, INC",WILMINGTON,OH,45177,675540
2012,0000002036,1,VINTON COUNTY NATIONAL BANK,MCARTHUR,OH,45651,COMMUNITY BANCSHARES INC.,MCARTHUR,OH,45651,726083
2012,0000002068,1,FIRST DAKOTA NATIONAL BANK,YANKTON,SD,57078-0156,FIRST DAKOTA NATIONAL BANK,YANKTON,SD,57078,846417
2012,0000002137,1,NATIONAL PENN BANK,BOYERTOWN,PA,19512,NATIONAL PENN BANCSHARES INC.,BOYERTOWN,PA,19512,8395863
2012,0000002221,1,FNB OF MCMINNVILLE,MCMINNVILLE,TN,37110,FIRST MCMINNVILLE CORPORATION,MCMINNVILLE,TN,37110,455708
2012,0000002234,1,FIRST MERCHANTS BANK NA,DALEVILLE,IN,47334,FIRST MERCHANTS BANK NA,DALEVILLE,IN,47334,4154904
2012,0000002242,1,HAVANA NATIONAL BANK,HAVANA,IL,62644,,,,,190517
2012,0000002302,1,FIRST NATIONAL BANK OF BELLEVU,BELLEVUE,OH,44811-1422,,,,,134393
2012,0000002311,1,CAMDEN NATIONAL BANK,ROCKPORT,ME,04856,CAMDEN NATIONAL CORPORATION,ROCKPORT,ME,04856,2266816
2012,0000002360,1,LCNB NATIONAL BANK,LEBANON,OH,45036,,,,,787127
2012,0000002449,1,MERCHANTS NATIONAL BANK,HILLSBORO,OH,45133,,,,,570492
2012,0000002477,1,FIRST NATIONAL BANK OF WEATHER,WEATHERFORD,TX,76086,,,,,197681
2012,0000002503,1,HOMETOWN NATIONAL BANK,LASALLE,IL,61301,,,,,176070
2012,0000002515,1,THE EPHRATA NATIONAL BANK,EPHRATA,PA,17522-0457,ENB FINANCIAL CORP,EPHRATA,PA,17522,764126
2012,0000002560,1,FARMERS NB OF CYNTHIANA,CYNTHIANA,KY,41031,FARMERS NATIONAL BANK,CYNTHIANA,KY,41031,105293
2012,0000002725,1,FIRST NATIONAL BANK AND TRUST,BELOIT,WI,53511,,,,,834525
2012,0000002747,1,"HORIZON BANK, N.A.",MICHIGAN CITY,IN,46360,,,,,1546948
2012,0000002780,1,FIRST NATIONAL BANK OF WAHOO,WAHOO,NE,68066,,,,,194782
2012,0000002782,1,"INTRUST BANK, N.A.",WICHITA,KS,67202-1412,INTRUST FINANCIAL CORP,WICHITA,KS,67202-1412,4065989
2012,0000003060,1,JONES NATIONAL BANK AND TRUST,SEWARD,NE,68434,,,,,215474
2012,0000003091,1,FIRST NATIONAL BANK,WELLINGTON,KS,67152,,,,,89484
2012,0000003105,1,FIRST NATIONAL BANK,WAVERLY,IA,50677,FIRST OF WAVERLY CORP,WAVERLY,IA,50677,287837
2012,0000003124,1,THE SECURITY NATIONAL BANK OF,SIOUX CITY,IA,51101,,,,,716906
2012,0000003147,1,THE NATIONAL BANK OF MALVERN,MALVERN,PA,19355,MALVERN BANK CORP.,MALVERN,PA,19355,131457
2012,0000003175,1,"CITIZENS BANK, N.A.",FORT SCOTT,KS,66701-0899,,,,,273413
2012,0000003218,1,"CORNERBANK, N.A.",WINFIELD,KS,67156-0545,CORNERSTONE ALLIANCE LTD,WINFIELD,KS,67156-0545,276837
2012,0000003393,1,THE FIRST NATIONAL BANK IN SIO,SIOUX FALLS,SD,57104,,,,,1054086
2012,0000003434,1,FIRST NATIONAL BANK OF WAMEGO,WAMEGO,KS,66547,,,,,158838
2012,0000003509,1,"CITIZENS BANK OF KANSAS, N.A.",KINGMAN,KS,67068,,,,,226862
2012,0000003533,1,THE FNB BALLINGER,BALLINGER,TX,76821,THE FNB BALLINGER,BALLINGER,TX,76821,128697
2012,0000003543,1,FIRST NATIONAL BANK & TRUST CO,JUNCTION CITY,KS,66441,,,,,108702
2012,0000003654,1,FARMERS NATIONAL BANK,NILES,OH,44446,FARMERS NATIONAL BANC CORP,CANFIELD,OH,44406-0555,1055815
2012,0000003656,1,"CADENCE BANK, N.A.",BIRMINGHAM,AL,35203,CADENCE BANCORP LLC,HOUSTON,TX,77056,3907053
2012,0000003711,1,THE ATLANTA NATIONAL BANK,ATLANTA,IL,61723,,,,,58029
2012,0000003724,1,FIRST NATIONAL BANK FOX VALLEY,NEENAH,WI,54956,,,,,317720
2012,0000003817,1,CANANDAIGUA NATIONAL BANK,CANANDAIGUA,NY,14424,CNC CORPORATION,CANANDAIGUA,NY,14424,1726940
2012,0000003956,1,BAKER BOYER BANK,WALLA WALLA,WA,99362,BAKER BOYER BANK,WALLA WALLA,WA,99362,502019
2012,0000004013,1,THE LENOX NATIONAL BANK,LENOX,MA,01240,,,,,60029
2012,0000004039,1,THE FIRST NATIONAL BANK OF MIF,MIFFLINTOWN,PA,17059,,,,,386809
2012,0000004076,1,FIRST NATIONAL BANK  MCGREGOR,MCGREGOR,TX,76657,,,,,117587
2012,0000004093,1,FIRST NATIONAL BANK OF BASTROP,BASTROP,TX,78602,"BASTROP BANCSHARES, INC.",BASTROP,TX,78602,411931
2012,0000004097,1,NATIONAL BANK,GATESVILLE,TX,76528,,,,,477836
2012,0000004107,1,THE NATIONAL CAPITAL BANK,WASHINGTON,DC,20003,,,,,368522
2012,0000004137,1,THE STEPHENSON NAT'L BANK & TR,MARINETTE,WI,54143,,,,,291770
2012,0000004166,1,FIRST FINANCIAL BANK N.A.,ABILENE,TX,79601-5128,FIRST FINANCIAL BANKSHARES,ABILENE,TX,79601-5128,1415041
2012,0000004208,1,FIRST NATIONAL BANK OF HUNTSVI,HUNTSVILLE,TX,77340,,,,,406722
2012,0000004230,1,SUFFOLK COUNTY NATIONAL BANK,RIVERHEAD,NY,11901,SUFFOLK BANCORP,RIVERHEAD,NY,11901,1483894
2012,0000004238,1,THE FIRST NATIONAL BANK OF BEE,BEEVILLE,TX,78104,,,,,278259
2012,0000004241,1,FIRST NATL BANK OF BELLVILLE,BELLVILLE,TX,77418-0128,INDUSTRY BANCSHARES INC,INDUSTRY,TX,78944-0066,430818
2012,0000004246,1,COMANCHE NATIONAL BANK,COMANCHE,TX,76442,,,,,281670
2012,0000004265,1,LEGEND BANK,BOWIE,TX,76230,,,,,586112
2012,0000004284,1,CENTRAL NATIONAL BANK,JUNCTION CITY,KS,66441,,,,,889265
2012,0000004418,1,FIRST NATIONAL BANK IN GRAHAM,GRAHAM,TX,76450,FIRST GRAHAM BANCORP,GRAHAM,TX,76450,244883
2012,0000004596,1,OLD SECOND NATIONAL BANK,AURORA,IL,60506-4173,,,,,1939325
2012,0000004620,1,FIRST NATIONAL BANK,BERLIN,WI,54923,FIRST BERLIN BANCORP,BERLIN,WI,54923,283245
2012,0000004639,1,WOODTRUST BANK N.A.,WISCONSIN RAPIDS,WI,54495-8000,,,,,331215
2012,0000004701,1,TEXAS HERITAGE NATIONAL BANK,DAINGERFIELD,TX,75638,,,,,109144
2012,0000004742,1,"SUNFLOWER BANK, N.A.",SALINA,KS,67401,,,,,1733783
2012,0000004860,1,MIDLAND NATIONAL BANK,NEWTON,KS,67114,MIDLAND FINANCIAL CORP,NEWTON,KS,67114,132168
2012,0000004934,1,FIRST NATIONAL BANK OF CARMI,CARMI,IL,62821,"SOUTHERN ILLINOIS BANCORP, INC",CARMI,IL,62821,355782
2012,0000004975,1,BANK FIRST NATIONAL,MANITOWOC,WI,54220,,,,,904578
2012,0000004994,1,THE FIRST NATIONAL BANK,VANDALIA,IL,62471,,,,,275023
2012,0000005073,1,FARMERS & MERCHANTS BANK OF WE,KITTANNING,PA,16201,,,,,388197
2012,0000005203,1,WAGGONER NATIONAL BANK,VERNON,TX,76384,,,,,244209
2012,0000005224,1,FIRST NATIONAL BANK OF PAWNEE,PAWNEE,OK,74058,,,,,66160
2012,0000005263,1,FIRST CITIZENS NATIONAL BANK,DYERSBURG,TN,38024,FIRST CITIZENS BANCSHARES,DYERSBURG,TN,38025-0370,1053209
2012,0000005267,1,RIDDELL NATIONAL BANK,BRAZIL,IN,47834,,,,,175366
2012,0000005275,1,CITY NATIONAL BANK OF TAYLOR,TAYLOR,TX,76574,,,,,189505
2012,0000005288,1,FIRST NATIONAL BANK OF GILMER,GILMER,TX,75644,,,,,192103
2012,0000005304,1,THE FIRST NATIONAL BANK OF OGD,OGDEN,IL,61859,,,,,92311
2012,0000005347,1,STILLWATER NATIONAL BANK,STILLWATER,OK,74074-4059,"SOUTHWEST BANCORP, INC.",STILLWATER,OK,74074-4059,2039239
2012,0000005413,1,THE RAWLINS NATIONAL BANK,RAWLINS,WY,82301,,,,,149523
2012,0000005425,1,LIBERTY NATIONAL BANK,KENTON,OH,43326,LIBERTY NATIONAL BANK,KENTON,OH,43326,203200
2012,0000005466,1,FIRST NATIONAL BANK OF SONORA,SONORA,TX,76950,FIRST NATIONAL BANK OF SONORA,SONORA,TX,76950,313430
2012,0000005481,1,THE FARMERS NATIONAL BANK OF E,EMLENTON,PA,16373,EMCLAIRE FINANCIAL,EMLENTON,PA,16373,490231
2012,0000005484,1,CITIZENS NATIONAL BANK,CAMERON,TX,76520,,,,,322254
2012,0000005528,1,FIRST NATIONAL BANK,MANCHESTER,TN,37355,,,,,218265
2012,0000005547,1,FIRST NATIONAL BANK & TRUST CO,CHICKASHA,OK,73023-1130,FIRST INDEPENDENT BANCORP,CHICKASHA,OK,73023-1130,386817
2012,0000005552,1,"PEOPLES BANK, NATIONAL ASSOCIA",MARIETTA,OH,45750,"PEOPLES BANCORP, INC.",MARIETTA,OH,45750,1788701
2012,0000005559,1,FIRST NATIONAL BANK OF SO KS,ANDALE,KS,67001,,,,,61264
2012,0000005581,1,AUSTIN BANK TEXAS NA,WHITEHOUSE,TX,75791,,,,,1328143
2012,0000005584,1,FIRST NATL BANK OF CHILLICOTHE,CHILLICOTHE,IL,61523,,,,,68684
2012,0000005599,1,THE MARS NATIONAL BANK,MARS,PA,16046,,,,,342169
2012,0000005629,1,FCN BANK NATIONAL ASSOCIATION,BROOKVILLE,IN,47012,,,,,375437
2012,0000005658,1,PESHTIGO NATIONAL BANK,PESHTIGO,WI,54157,,,,,167967
2012,0000005674,1,FIRST NATIONAL BANK,WINNSBORO,TX,75494,,,,,145460
2012,0000005737,1,FIRST NATIONAL BANK OF TRENTON,TRENTON,TX,75490,,,,,151299
2012,0000005741,1,GILMER NATIONAL BANK,GILMER,TX,75644-0460,,,,,195084
2012,0000005750,1,FIRST NATIONAL BANK TEXAS,KILLEEN,TX,76541,FIRST COMMUNITY BANCSHARES INC,HOUSTON,TX,77063,944344
2012,0000005753,1,CITY NATIONAL BANK AND TRUST,LAWTON,OK,73502,,,,,284101
2012,0000005774,1,FIRST NATIONAL BANK OF MOODY,MOODY,TX,76557,"REYNOLDS,TEAGUE,THURMAN FINANC",MOODY,TX,76557,45176
2012,0000005815,1,"RESOURCE BANK, N.A.",DEKALB,IL,60115,,,,,344889
2012,0000005842,1,HOME NATIONAL BANK,THORNTOWN,IN,46071,,,,,93032
2012,0000005850,1,FIRST NATIONAL BANK CENTRAL TX,WACO,TX,76710,"FCT BANCSHARES, INC.",WACO,TX,76710,608273
2012,0000005886,1,RAMSEY NATIONAL BANK,DEVILS LAKE,ND,58301-0160,RAMSEY FINANCIAL,DEVILS LAKE,ND,58301-0160,241087
2012,0000005929,1,FIRST NATIONAL BANK,HOT SPRINGS,AR,71913,,,,,718058
2012,0000005932,1,FIRST NATIONAL BANK OF KEMP,KEMP,TX,75143,,,,,54486
2012,0000005997,1,"BANK OF INDIANA, N.A.",DANA,IN,47847,,,,,108387
2012,0000006030,1,THE FIRST NATIONAL BANK OF LAS,LAS ANIMAS,CO,81054,,,,,249525
2012,0000006091,1,FIRST NATIONAL BANK OF ANSON,ANSON,TX,79501,,,,,56251
2012,0000006101,1,FIRST NATIONAL BANK OF KANSAS,BURLINGTON,KS,66839,,,,,68972
2012,0000006112,1,NEWFIRST NATIONAL BANK,EL CAMPO,TX,77437,NEWFIRST NATIONAL BANK,EL CAMPO,TX,77437,454161
2012,0000006207,1,QUEENSBOROUGH NB&TC,LOUISVILLE,GA,30434,,,,,875283
2012,0000006221,1,FIRST NATIONAL BANK NORTHEAST,OAKLAND,NE,68045,FIRST NATIONAL BANK NORTHEAST,LYONS,NE,68038,244654
2012,0000006293,1,FIRST NATIONAL BANK OF PLAINVI,PLAINVIEW,MN,55964,"PLAINVIEW BANKSHARES, INC",PLAINVIEW,MN,55964,146049
2012,0000006375,1,THE FARMERS NATIONAL BANK,PROPHETSTOWN,IL,61277,PROPHETSTOWN BANKING COMPANY,PROPHETSTOWN,IL,61277,458622
2012,0000006417,1,MINNESOTA NATIONAL BANK,SAUK CENTRE,MN,56378,,,,,196871
2012,0000006487,1,FIRST NATIONAL BANK OF DRYDEN,DRYDEN,NY,13053,,,,,106000
2012,0000006534,1,THE JIM THORPE NATIONAL BANK,JIM THORPE,PA,18229,,,,,161421
2012,0000006635,1,HNB NATIONAL BANK,HANNIBAL,MO,63401-1107,,,,,319595
2012,0000006667,1,THE PEOPLES NATIONAL BANK-MT P,MT PLEASANT,OH,43939,,,,,59202
2012,0000006680,1,SIMMONS FIRST NATIONAL BANK,PINE BLUFF,AR,71601-7009,SIMMONS FIRST NATIONAL CORP,PINE BLUFF,AR,71601,1849762
2012,0000006684,1,GRAND RIDGE NATIONAL BANK,GRAND RIDGE,IL,61325,"PREMIER COMMERCE BANCORP, INC",WHEATON,IL,60187,53594
2012,0000006707,1,THE FIRST NAT'L BANK OF ELMER,ELMER,NJ,08318,,,,,214189
2012,0000006776,1,FIRST NATIONAL BANK OF SHELBY,SHELBY,NC,28150,FIRST NATIONAL BANK OF SHELBY,SHELBY,NC,28150,898380
2012,0000006813,1,FIRST NATIONAL BANK,BAGLEY,MN,56621,,,,,79901
2012,0000006879,1,FIRST NATIONAL BANK,COWETA,OK,74429,,,,,66636
2012,0000006910,1,FIRST NATIONAL BANK OF RAYMOND,RAYMOND,IL,62560,,,,,136383
2012,0000006922,1,THE FIRST NATIONAL BANK,HUGHES SPRINGS,TX,75656-0188,THE FIRST NATIONAL BANK,HUGHES SPRINGS,TX,75656,186451
2012,0000006991,1,MINERS NB OF EVELETH,EVELETH,MN,55734,,,,,49874
2012,0000007087,1,FIRST NATIONAL BANK OF RIVER F,RIVER FALLS,WI,54022,,,,,264875
2012,0000007115,1,THE FIRST NATIONAL B&T OF BA,BROKEN ARROW,OK,74013-0070,,,,,181728
2012,0000007236,1,UNION NATIONAL BANK,ELGIN,IL,60120,ELGIN BANCSHARES,ELGIN,IL,60120,403548
2012,0000007266,1,CITIZENS NATIONAL BANK OF MERI,MERIDIAN,MS,39302,,,,,1115696
2012,0000007276,1,FIRST NATIONAL BANK OF CATLIN,CATLIN,IL,61817,,,,,45516
2012,0000007369,1,FIRST NATIONAL BANK,LE MARS,IA,51031,NORTHWEST FINANCIAL CORP,SPENCER,IA,51301,259977
2012,0000007435,1,1ST NAT'L BANK OF THE ROCKIES,MEEKER,CO,81641,,,,,340578
2012,0000007524,1,FIRST NATIONAL BANK OF BELLS/S,BELLS,TX,75414,,,,,44820
2012,0000007557,1,EATON NATIONAL BANK & TRUST CO,EATON,OH,45320,,,,,182780
2012,0000007592,1,FIRST NB OF HARTFORD,HARTFORD,AL,36344,"FIRST HARTFORD BANCSHARES, INC",HARTFORD,AL,36344,147026
2012,0000007647,1,FIRST NATIONAL BANK,CHISHOLM,MN,55719,,,,,82354
2012,0000007685,1,FIRST NATIONAL BANK OF LAYTON,LAYTON,UT,84041,,,,,255171
2012,0000007699,1,GLENS FALLS NATIONAL BANK,GLENS FALLS,NY,12801-9989,ARROW FINANCIAL CORPORATION,GLENS FALLS,NY,12801-9989,1674323
2012,0000007748,1,OZONA NATIONAL BANK,WIMBERLEY,TX,78676,"ONB BANCSHARES, INC",OZONA,TX,76943,213162
2012,0000007898,1,THE NATIONAL BANK OF WAUPUN,WAUPUN,WI,53963,,,,,132015
2012,0000007899,1,FIRST NATIONAL BK OF WAYNESBOR,WAYNESBORO,GA,30830,FIRST BURKE BANKING CO. INC.,WAYNESBORO,GA,30830,112256
2012,0000008004,1,COLORADO NATIONAL BNK,PALISADE,CO,81526,COLORADO NATIONAL BANK,DENVER,CO,80202,52163
2012,0000008031,1,"AMFIRST BANK, N.A.",MCCOOK,NE,69001,AMFIRST FINANCIAL SERVICES INC,MCCOOK,NE,69001,248730
2012,0000008051,1,FIRST NATL BANK OF COLD SPRING,COLD SPRING,MN,56320,,,,,75098
2012,0000008094,1,FIRST NATIONAL BANK OF STANTON,STANTON,TX,79782,,,,,111165
2012,0000008134,1,THE BLANCO NATIONAL BANK,BLANCO,TX,78606,,,,,150809
2012,0000008145,1,FIRST NATIONAL BANK,INDEPENDENCE,KS,67301,FIRST NATIONAL BANK,INDEPENDENCE,KS,67301,83046
2012,0000008221,1,THE FARMERS AND MERCHANTS NATI,NASHVILLE,IL,62263,,,,,162243
2012,0000008467,1,CONWAY BANK NA,WICHITA,KS,67202,,,,,71084
2012,0000008515,1,CITIZENS NATIONAL BANK,CROSBYTON,TX,79322,,,,,46335
2012,0000008531,1,"COMMUNITY BANK, N.A.",CANTON,NY,13617-0509,"COMMUNITY BANK, N.A,.",CANTON,NY,13617-0509,6460589
2012,0000008606,1,FALLS CITY NATIONAL BANK,FALLS CITY,TX,78113-0339,,,,,199173
2012,0000008671,1,FIRST NATIONAL BANK - HARTFORD,HARTFORD,WI,53027,"FNB HARTFORD BANCORP, INC.",HARTFORD,WI,53027,166215
2012,0000008673,1,FIRST NATIONAL BANK,LENOIR CITY,TN,37771,MONEY TREE CORPORATION,LENOIR CITY,TN,37771,396301
2012,0000008709,1,1ST NATIONAL BANK,LEBANON,OH,45036,,,,,112359
2012,0000008731,1,"FIRST FINANCIAL BANK, N.A.",SOUTHLAKE,TX,76092,,,,,317455
2012,0000008757,1,FIRST NATIONAL BANK OF ELK RIV,ELK RIVER,MN,55330-1504,,,,,309833
2012,0000008783,1,1ST NATL BK OF FREDERICKSBURG,FREDERICKSBURG,PA,17026,,,,,198281
2012,0000008787,1,FIRST NATIONAL BANK OF BYERS,BYERS,TX,76357,"BYERS BANCSHARES, INC.",BYERS,TX,76357,102819
2012,0000008796,1,"ARMED FORCES BANK, NA",FORT LEAVENWORTH,KS,66027-1139,"DICKINSON FINANCIAL CORP, INC",KANSAS CITY,MO,64105-2164,1839722
2012,0000008830,1,FIRST NATIONAL BANK,BROOKSVILLE,KY,41004,,,,,67552
2012,0000008846,1,OLD NATIONAL BANK,EVANSVILLE,IN,47708-1464,,,,,8467892
2012,0000008854,1,NEXTIER BANK NA,BUTLER,PA,16003,,,,,496130
2012,0000008868,1,LYNNVILLE NATIONAL BANK,LYNNVILLE,IN,47619,,,,,98465
2012,0000008899,1,MOODY NATIONAL BANK,GALVESTON,TX,77550,,,,,856179
2012,0000008953,1,"COMMUNITYONE BANK, N.A.",ASHEBORO,NC,27203,FNB UNITED CORP,ASHEBORO,NC,27203,1653680
2012,0000009050,1,FIRST NATIONAL BANK OF MILACA,MILACA,MN,56353-0038,RUM RIVER BANCCORPORATION INC,MILACA,MN,56353-0038,168818
2012,0000009179,1,THE PARK NATIONAL BANK,NEWARK,OH,43055,,,,,6281747
2012,0000009295,1,FIRST NATIONAL BANK,ALTAVISTA,VA,24517,,,,,341918
2012,0000009343,1,AMERICAN NATIONAL BANK & TRUST,DANVILLE,VA,24541,AMERICAN NATIONAL BANKSHARES,DANVILLE,VA,24541,1303819
2012,0000009354,1,FIRST NATIONAL BANK,HOPE,AR,71801,FIRST NATIONAL BANK,HOPE,AR,71802,310806
2012,0000009408,1,"PEOPLES NATIONAL BANK, N.A.",MT VERNON,IL,62864,"PEOPLES NATIONAL BANK, N.A.",MT VERNON,IL,62864,883746
2012,0000009428,1,THE FIRST NATIONAL BANK OF WYO,WYOMING,DE,19934,,,,,288562
2012,0000009536,1,KINGSTON NATIONAL BANK,KINGSTON,OH,45644,,,,,195767
2012,0000009669,1,THE BRIDGEHAMPTON NATIONAL BAN,BRIDGEHAMPTON,NY,11932,,,,,1333384
2012,0000009734,1,BRADFORD NATIONAL BANK,GREENVILLE,IL,62246,,,,,225112
2012,0000009788,1,"HERGET BANK, N.A.",PEKIN,IL,61555-0839,,,,,267337
2012,0000009810,1,THE FIRST NATIONAL BANK OF MER,MERTZON,TX,76941-0589,,,,,260466
2012,0000009859,1,SOMERVILLE NATIONAL BANK,SOMERVILLE,OH,45064,,,,,161992
2012,0000009868,1,FNCB,DUNMORE,PA,18512,FNCB BANCORP,DUNMORE,PA,18512,1102289
2012,0000009888,1,FIRST NATIONAL BANK,HEAVENER,OK,74937,,,,,75150
2012,0000009924,1,POWELL VALLEY NATIONAL BANK,JONESVILLE,VA,24263,,,,,240696
2012,0000010002,1,FIRST NATIONAL BANK IN HOMINY,HOMINY,OK,74035-0008,,,,,40802
2012,0000010004,1,FIRST NATIONAL BANK,PARAGOULD,AR,72450,,,,,676265
2012,0000010045,1,"FIRST MID-ILLINOIS B & T, NA",MATTOON,IL,61938,"FIRST MID-ILLINOIS B & T, NA",MATTOON,IL,61938,1492752
2012,0000010102,1,"MIDSOUTH BANK, N.A.",DOTHAN,AL,36303,,,,,374812
2012,0000010118,1,"FIRST HOPE BANK, A NATIONAL BA",HOPE,NJ,07844,FIRST HOPE BANCORP,HOPE,NJ,07844,417738
2012,0000010128,1,KISH VALLEY NATIONAL BANK,BELLEVILLE,PA,17004,,,,,557904
2012,0000010180,1,FIRST NATIONAL BANK OF WATERLO,WATERLOO,IL,62298,,,,,348780
2012,0000010254,1,CUMBERLAND VALLEY NATL BANK,LONDON,KY,40743-0709,CUMBERLAND VALLEY FINANCIAL CO,LONDON,KY,40743-0709,407410
2012,0000010354,1,"MIDSTATES BANK, N.A.",COUNCIL BLUFFS,IA,51503,,,,,335089
2012,0000010360,1,FIRST VICTORIA NATIONAL BANK,VICTORIA,TX,77901,FVNB CORP,VICTORIA,TX,77901,1911275
2012,0000010406,1,FNB OF NORTH ARKANSAS,BERRYVILLE,AR,72616,FIRST CARROLL BANKSHARES,BERRYVILLE,AR,72616,154626
2012,0000010408,1,"FIRST NATIONAL BANK, AMES, IA",AMES,IA,50010,AMES NATIONAL CORPORATION,AMES,IA,50010,560753
2012,0000010420,1,TEXAS GULF BANK N A,FREEPORT,TX,77541,,,,,416386
2012,0000010465,1,FIRST NATIONAL BANK,CLOVERDALE,IN,46120,FIRST NATIONAL BANK,CLOVERDALE,IN,46120,247280
2012,0000010470,1,FIRST NATIONAL BANK,PIKEVILLE,TN,37367,FIRST PIKEVILLE BANCSHARES,PIKEVILLE,TN,37367,102579
2012,0000010476,1,"TEXANA BANK, N.A.",LINDEN,TX,75563,"TEXANA BANK, N.A.",TEXARKANA,TX,75503,146308
2012,0000010523,1,TRUSTMARK NATIONAL BANK,JACKSON,MS,39205,TRUSTMARK CORP,JACKSON,MS,39201,9612081
2012,0000010536,1,THE CONWAY NATIONAL BANK,CONWAY,SC,29526,,,,,914279
2012,0000010646,1,"BANK TEXAS, N.A.",QUITMAN,TX,75783,,,,,211477
2012,0000010680,1,FIRST NATIONAL BANK OF SC,HOLLY HILL,SC,29059-0038,,,,,155552
2012,0000010735,1,CITIZENS NATIONAL BANK,ATHENS,TN,37371-0220,,,,,534947
2012,0000010789,1,THE CITIZENS NATIONAL BANK,GREENLEAF,KS,66943,,,,,176251
2012,0000010807,1,FIRST NATIONAL BANK OF WYNNE,WYNNE,AR,72396,,,,,259791
2012,0000010823,1,FIRST NATIONAL BANK OF ABSECON,ABSECON,NJ,08201-0324,ABSECON BANCORP,ABSECON,NJ,08201,160231
2012,0000010844,1,BANK BRIDGER NA,BRIDGER,MT,59014,,,,,303802
2012,0000011001,1,1ST NATIONAL BANK OF OKMULGEE,OKMULGEE,OK,74447,,,,,223047
2012,0000011019,1,FIRST NB OF TOM BEAN,TOM BEAN,TX,75489,,,,,49950
2012,0000011312,1,FIRST NATIONAL BANK OF LAW CO,WALNUT RIDGE,AR,72476,FIRST NATIONAL CAPITAL CORP,WALNUT RIDGE,AR,72476,186862
